model,barcode,power,temperature,boundaryPowerMax,boundaryPowerMin,compressorModel,doza,label
418,418100299849862820418,"73.5,80.5,80,84.5,84,83.5,85,86.5",21.0,78.71,94.84,GMCC SZ65F1H,36,1
418,418100299849860940418,"63.5,67.5,67,72.5,73,72.5,73,74",15.8,67.49,83.47,GMCC SZ65F1H,36,1
418,418100299849861430418,"66.5,70.5,77,76,77.5,79.5,82,83",20.1,76.77,92.87,GMCC SZ65F1H,36,1
418,418100299849862310418,"76.5,77.5,78.5,81.5,84.5,85.5,86,88",21.3,79.35,95.5,GMCC SZ65F1H,36,1
418,418100299849860030418,"73,75.5,77.5,79,80,81.5,82,82.5",18.9,74.18,90.25,GMCC SZ65F1H,36,1
418,418100299849860320418,"70.5,73.5,76,77.5,78,79.5,78.5,82,80.5",17.5,71.16,87.19,GMCC SZ65F1H,36,1
418,418100299849860810418,"73,71,74,74.5,75,76.5,78,77.5",16.8,69.65,85.66,GMCC SZ65F1H,36,1
418,418100299849860750418,"71.5,72.5,71.5,73.5,74.5,75.5,78,78.5",16.9,69.86,85.88,GMCC SZ65F1H,36,1
418,418100299849860790418,"75,76.5,75.5,75,76,77.5,75.5",16.8,69.65,85.66,GMCC SZ65F1H,36,1
418,418100299849860870418,"73,70.5,73.5,75,76.5,74.5,73,74,74.5,75",15.7,67.27,83.25,GMCC SZ65F1H,36,1
418,418100299849861130418,"74.5,72.5,76.5,74.5,82,83.5,85,86.5,87",20.1,76.77,92.87,GMCC SZ65F1H,36,1
418,418100299849862340418,"76.5,79,81.5,84,86,86.5,88.5,89",21.3,79.35,95.5,GMCC SZ65F1H,36,1
418,418100299849861000418,"64.5,69,70,72.5,71.5,71,73,72.5",16.2,68.35,84.35,GMCC SZ65F1H,36,1
418,418100299849861010418,"67.5,69,70.5,71,71.5,72.5,74,73",16.0,67.92,83.91,GMCC SZ65F1H,36,1
418,418100299849860830418,"72.5,71,72,71.5,72.5,73,75.5,74.5",16.7,69.43,85.44,GMCC SZ65F1H,36,1
418,418100299849861260418,"76.5,77,76.5,77.5,76.5,78.5,80.5,79",16.8,69.65,85.66,GMCC SZ65F1H,36,1
418,418100299849860650418,"76,75.5,73.5,76.5,77,78,78.5",17.2,70.51,86.53,GMCC SZ65F1H,36,1
418,418100299849860720418,"70,73,74,75.5,76,77.5,79",17.0,70.08,86.1,GMCC SZ65F1H,36,1
418,418100299849860770418,"73,72.5,73.5,75,76,76.5,79,77",16.8,69.65,85.66,GMCC SZ65F1H,36,1
418,418100299849860780418,"75.5,74.5,72,73,75,76.5,78",16.8,69.65,85.66,GMCC SZ65F1H,36,1
418,418100299849860800418,"70,71,71.5,72,73.5,73",16.8,69.65,85.66,GMCC SZ65F1H,36,1
418,418100299849860820418,"71.5,69.5,72.5,73.5,76,77,78.5,82",16.7,69.43,85.44,GMCC SZ65F1H,36,1
418,418100299849860840418,"69.5,71.5,72.5,72,73,72.5,73.5,75,75.5,76.5",16.7,69.43,85.44,GMCC SZ65F1H,36,1
418,418100299849860850418,"72.5,74.5,73.5,76,77.5,79.5,80.5",16.9,69.86,85.88,GMCC SZ65F1H,36,1
418,418100299849860860418,"73,74,77,76,76.5,77,79.5,78",16.0,67.92,83.91,GMCC SZ65F1H,36,1
418,418100299849860880418,"71.5,72,75.5,79.5,77,78.5,81",15.7,67.27,83.25,GMCC SZ65F1H,36,1
418,418100299849860890418,"74.5,75.5,79,75.5,77.5,79,78.5",15.7,67.27,83.25,GMCC SZ65F1H,36,1
418,418100299849860980418,"71.5,76.5,78,79,79.5,80.5,79.5,82,83,79.5,84.5",20.2,76.98,93.09,GMCC SZ65F1H,36,1
418,418100299849861030418,"70,77.5,78,76,77.5,75",15.9,67.71,83.69,GMCC SZ65F1H,36,1
418,418100299849860580418,"75.5,72,75,73.5,78.5,79,80.5,82.5,82",18.0,72.24,88.28,GMCC SZ65F1H,36,1
418,418100299849860760418,"72,74,72.5,74.5,76.5,78,77",16.9,69.86,85.88,GMCC SZ65F1H,36,1
418,418100299849860930418,"72.5,73,71.5,73,74,77,75.5",16.8,69.65,85.66,GMCC SZ65F1H,36,1
418,418100299849861900418,"72.5,76,78,82,80,81.5,82,83.5,84.5",21.2,79.14,95.28,GMCC SZ65F1H,36,1
418,418100299849862850418,"77,79.5,81.5,83.5,85.5,87,88.5,89.5,90.5",21.5,79.79,95.93,GMCC SZ65F1H,36,1
418,418100299849862810418,"74.5,78,78.5,80.5,81.5,84,84.5,85.5",20.7,78.06,94.18,GMCC SZ65F1H,36,1
418,418100299849862780418,"75,78,76.5,78,80,81.5,81",21.3,79.35,95.5,GMCC SZ65F1H,36,1
418,418100299849862770418,"77.5,79,82.5,81,82,83.5,84.5,87,86",21.3,79.35,95.5,GMCC SZ65F1H,36,1
418,418100299849862760418,"79.5,75,77.5,79.5,82,82.5,85.5,86.5,86",20.9,78.49,94.62,GMCC SZ65F1H,36,1
418,418100299849862750418,"74,79,87.5",21.0,78.71,94.84,GMCC SZ65F1H,36,1
418,418100299849862740418,"76.5,75.5,77,78.5,79,82,83,84",21.3,79.35,95.5,GMCC SZ65F1H,36,1
418,418100299849862730418,"77,80,80.5,81.5,83,86.5,86,87,86.5,88.5,88",21.2,79.14,95.28,GMCC SZ65F1H,36,1
418,418100299849862720418,"74.5,77.5,78,79.5,80.5,81,82,83.5,86.5",21.0,78.71,94.84,GMCC SZ65F1H,36,1
418,418100299849862580418,"77,77.5,80.5,81,83.5,85.5,87",21.0,78.71,94.84,GMCC SZ65F1H,36,1
418,418100299849862560418,"79,78,82.5,84,86.5,88,89,91",21.1,78.92,95.06,GMCC SZ65F1H,36,1
418,418100299849862520418,"75,82,84.5,85,86.5,87,88.5",20.9,78.49,94.62,GMCC SZ65F1H,36,1
418,418100299849862500418,"78,78.5,84,83.5,84.5,85.5,88.5,89.5,91",20.9,78.49,94.62,GMCC SZ65F1H,36,1
418,418100299849862490418,"77.5,79.5,80.5,82,83.5,84.5,85.5,85",21.2,79.14,95.28,GMCC SZ65F1H,36,1
418,418100299849862480418,"73,75,76.5,78.5,81.5,84,85.5,87,88",21.1,78.92,95.06,GMCC SZ65F1H,36,1
418,418100299849862470418,"69.5,71,72,75,79.5,79,80.5,82.5,83,84.5,83.5,84.5",21.1,78.92,95.06,GMCC SZ65F1H,36,1
418,418100299849862460418,"78,77.5,80.5,81.5,82,83,83.5,85.5",20.9,78.49,94.62,GMCC SZ65F1H,36,1
418,418100299849862440418,"76.5,79.5,82,83.5,85.5,85,87.5,86.5",21.2,79.14,95.28,GMCC SZ65F1H,36,1
418,418100299849862430418,"74.5,73,76,78.5,80.5,81,83.5,86.5",21.0,78.71,94.84,GMCC SZ65F1H,36,1
418,418100299849862420418,"76.5,78.5,79.5,81.5,85,85.5,87.5,86",21.1,78.92,95.06,GMCC SZ65F1H,36,1
418,418100299849862400418,"75.5,80,81,83,85,86.5,87,88.5",21.4,79.57,95.71,GMCC SZ65F1H,36,1
418,418100299849862360418,"77,80.5,81,83.5,85.5,88,90,89.5",21.1,78.92,95.06,GMCC SZ65F1H,36,1
418,418100299849862350418,"76,79.5,79,81,80.5,83.5,85,84.5",21.1,78.92,95.06,GMCC SZ65F1H,36,1
418,418100299849862330418,"77,76.5,79.5,81.5,81,81.5,84.5,87",21.4,79.57,95.71,GMCC SZ65F1H,36,1
418,418100299849862300418,"78.5,79.5,83,84.5,86.5,85.5",21.4,79.57,95.71,GMCC SZ65F1H,36,1
418,418100299849862290418,"75.5,79,80.5,83,86.5,86",21.3,79.35,95.5,GMCC SZ65F1H,36,1
418,418100299849862280418,"78.5,79,82,85,87,89,88.5,89.5",21.4,79.57,95.71,GMCC SZ65F1H,36,1
418,418100299849862270418,"74,75,79,79.5,78.5,81,82,82.5,84",21.1,78.92,95.06,GMCC SZ65F1H,36,1
418,418100299849862260418,"74,80.5,82,82.5,83.5,86,85.5,86.5",21.5,79.79,95.93,GMCC SZ65F1H,36,1
418,418100299849862250418,"77,78,79,81,81.5,83,84.5,86,88",21.4,79.57,95.71,GMCC SZ65F1H,36,1
418,418100299849862230418,"74.5,76.5,79.5,81,83,84,84.5,85.5,86.5",21.0,78.71,94.84,GMCC SZ65F1H,36,1
418,418100299849862220418,"78.5,73.5,78,81,80.5,84,85.5,87.5,88.5",21.5,79.79,95.93,GMCC SZ65F1H,36,1
418,418100299849862210418,"75,77,80,83,85.5,86,88,87.5,87,88.5",21.1,78.92,95.06,GMCC SZ65F1H,36,1
418,418100299849862140418,"65.5,73.5,75,77.5,78.5,80.5,82.5,81.5",21.0,78.71,94.84,GMCC SZ65F1H,36,1
418,418100299849862120418,"71,74,76,77.5,80,80.5",21.0,78.71,94.84,GMCC SZ65F1H,36,1
418,418100299849862090418,"73.5,78.5,80.5,83.5,85,85.5,86.5,88",21.1,78.92,95.06,GMCC SZ65F1H,36,1
418,418100299849862080418,"77.5,82,80.5,81,85.5,87.5,88,91,92,90.5",21.1,78.92,95.06,GMCC SZ65F1H,36,1
418,418100299849860430418,"74,74.5,76,77,78,79,80.5,79.5",17.3,70.73,86.75,GMCC SZ65F1H,36,1
